Local time in New York / La Guardia (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.02.2018 22:00,10.6,757.9,758.8,0.3,96,Wind blowing from the south,3,,,100%.,Mist. ,,,,,,,50-100,,,3.2,10,0.5,3,,,,
11.02.2018 19:00,10,757.6,758.6,0.7,96,Wind blowing from the south,4,,,100%.,Mist. ,,,5.6,15.6,,,50-100,,,4,9.4,13,6,,,,
11.02.2018 16:00,10.6,756.9,757.9,-2.3,96,Wind blowing from the south,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,16,10,10,3,,,,
11.02.2018 13:00,5.6,759.2,760.3,-2.6,96,Wind blowing from the north-northeast,2,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,5.6,8.9,,,50-100,,,0.8,5,12,6,,,,
11.02.2018 10:00,6.7,761.8,762.6,-0.9,96,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,1.2,6.1,6,3,,,,
11.02.2018 07:00,7.2,762.7,763.8,0.7,100,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,4.4,10.6,,,300-600,,,3.2,7.2,7,6,,,,
11.02.2018 04:00,7.8,762,762.8,0.2,100,Wind blowing from the north-west,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,1.6,7.8,4,3,,,,
11.02.2018 01:00,7.2,761.8,762.7,0,93,Wind blowing from the north-northwest,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,3.3,7.8,,,100-200,,,4.8,6.1,10,6,,,,
10.02.2018 22:00,6.1,761.8,762.8,-1.5,97,Wind blowing from the east-southeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,4,5.6,9,3,,,,
10.02.2018 19:00,6.1,763.3,764.2,-1.2,93,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,3.3,10.6,,,600-1000,,,4,5,4,6,,,,
10.02.2018 16:00,7.2,764.5,765.5,-1,90,Wind blowing from the east-northeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,3.2,5.6,3,3,,,,
10.02.2018 13:00,10.6,765.5,766.6,-2.3,77,Wind blowing from the west-southwest,2,,,100%., ,,,0.6,10.6,,,600-1000,,,16,6.7,Trace of precipitation,6,,,,
10.02.2018 10:00,8.9,767.8,768.7,-0.8,74,"Calm, no wind",0,,,70 – 80%., ,,,,,,,300-600,,,16,4.4,,,,,,
10.02.2018 07:00,5,768.6,769.6,-0.5,82,Wind blowing from the south-southeast,3,,,70 – 80%., ,,,2.2,5,,,300-600,,,16,2.2,,,,,,
10.02.2018 04:00,4.4,769.1,769.9,-1.5,79,Wind blowing from the south-southeast,3,,,100%., ,,,,,,,600-1000,,,16,1.1,,,,,,
10.02.2018 01:00,3.9,770.6,771.6,-1.3,79,Wind blowing from the south-southwest,2,,,100%., ,,,-2.1,3.9,,,"2500 or more, or no clouds.",,,16,0.6,,,,,,
09.02.2018 22:00,3.3,771.9,772.7,-0.5,73,Wind blowing from the south,5,,,100%., ,,,,,,,600-1000,,,16,-1.1,,,,,,
09.02.2018 19:00,2.2,772.4,773.3,-0.8,64,Wind blowing from the south,6,,,100%., ,,,-2.1,2.2,,,1500-2000,,,16,-3.9,,,,,,
09.02.2018 16:00,0.6,773.2,774.1,-0.9,56,Wind blowing from the south,5,,,100%., ,,,,,,,1500-2000,,,16,-7.2,,,,,,
09.02.2018 13:00,0.6,774.1,775.2,-1.1,45,Wind blowing from the south-southwest,5,,,100%., ,,,-2.2,1.1,,,1500-2000,,,16,-10,,,,,,
09.02.2018 10:00,-0.6,775.2,776.2,0.5,47,"Calm, no wind",0,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-10.6,,,,,,
09.02.2018 07:00,-2.2,774.7,775.6,0.8,51,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,-2.2,1.1,,,"2500 or more, or no clouds.",,,16,-11.1,,,,,,
09.02.2018 04:00,-1.7,773.9,774.9,1,49,Wind blowing from the west-northwest,5,,,20–30%., ,,,,,,,1000-1500,,,16,-11.1,,,,,,
09.02.2018 01:00,-1.7,772.9,773.9,0.8,51,Wind blowing from the west,5,,,no clouds, ,,,-2.8,0.6,,,,,,16,-10.6,,,,,,
08.02.2018 22:00,-1.1,772.1,773.2,1.3,43,Wind blowing from the west,6,10,,no clouds, ,,,,,,,,,,16,-12.2,,,,,,
08.02.2018 19:00,-0.6,770.8,771.9,1.7,52,Wind blowing from the north-west,5,,,100%., ,,,-2.8,0.6,,,1500-2000,,,16,-9.4,,,,,,
08.02.2018 16:00,0.6,769.1,769.9,-0.8,43,Wind blowing from the west-northwest,4,,,50%., ,,,,,,,1000-1500,,,16,-10.6,,,,,,
08.02.2018 13:00,0,769.9,770.7,-0.2,50,Wind blowing from the north-west,6,,,50%., ,,,-3.3,0.6,,,1000-1500,,,16,-9.4,,,,,,
08.02.2018 10:00,-1.7,770.1,771,1.7,56,Wind blowing from the north-northwest,7,9,,50%., ,,,,,,,1000-1500,,,16,-9.4,,,,,,
08.02.2018 07:00,-2.8,768.4,769.2,2.6,63,Wind blowing from the north-west,7,,,70 – 80%., ,,,-2.8,8.3,,,1000-1500,,,16,-8.9,,,,,,
08.02.2018 04:00,-1.1,765.8,766.7,1.3,61,Wind blowing from the north-west,10,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
08.02.2018 01:00,0.6,764.5,765.4,3.8,61,Wind blowing from the north-northwest,7,,,100%., ,,,-1,7.2,,,600-1000,,,16,-6.1,0.8,6,,,,
07.02.2018 22:00,3.9,760.7,761.6,2.5,76,Wind blowing from the north-west,8,12,,100%., ,,,,,,,600-1000,,,16,0,0.8,3,,,,
07.02.2018 19:00,7.8,758.2,759.2,-0.7,83,Wind blowing from the west-southwest,7,12,,100%., ,,,-1,8.3,,,300-600,,,16,5,14,6,,,,
07.02.2018 16:00,1.1,758.9,759.9,-5.9,89,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,4,-0.6,7,3,,,,
07.02.2018 13:00,0.6,764.8,765.8,-4.5,89,Wind blowing from the north-northeast,5,8,,100%.,Mist. ,,,-1.1,0.6,,,200-300,,,4,-1.1,6,6,,,,
07.02.2018 10:00,-0.6,769.3,770.2,-2.1,85,Wind blowing from the east-northeast,5,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,100-200,,,3.2,-2.8,2,3,,,,
07.02.2018 07:00,0,771.4,772.4,-1.8,59,Wind blowing from the east-northeast,5,,,100%., ,,,-1.1,3.3,,,1000-1500,,,16,-7.2,,,,,,
07.02.2018 04:00,-1.1,773.2,774.1,-0.5,66,Wind blowing from the east,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-6.7,,,,,,
07.02.2018 01:00,0,773.7,774.6,0.5,64,Wind blowing from the north-east,3,,,50%., ,,,-2.1,2.2,,,"2500 or more, or no clouds.",,,16,-6.1,,,,,,
06.02.2018 22:00,1.7,773.2,774.1,1.3,52,Wind blowing from the north-northwest,4,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.2,,,,,,
06.02.2018 19:00,2.2,771.9,772.7,2.3,59,Wind blowing from the north-west,3,,,20–30%., ,,,-2.1,3.3,,,"2500 or more, or no clouds.",,,16,-5,,,,,,
06.02.2018 16:00,3.3,769.6,770.5,0.5,51,Wind blowing from the west-northwest,3,,,100%., ,,,,,,,2000-2500,,,16,-6.1,,,,,,
06.02.2018 13:00,2.8,769.1,770.2,-1.5,50,Wind blowing from the south-west,4,,,100%., ,,,-1.1,2.8,,,1000-1500,,,16,-6.7,,,,,,
06.02.2018 10:00,0,770.6,771.6,1,38,Wind blowing from the south,4,,,100%., ,,,,,,,1500-2000,,,16,-12.8,,,,,,
06.02.2018 07:00,-1.1,769.6,770.5,1.2,51,Wind blowing from the south-southwest,4,,,70 – 80%., ,,,-2.2,,,,"2500 or more, or no clouds.",,,16,-10,,,,,,
06.02.2018 04:00,-2.2,768.4,769.3,-0.4,49,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,16,-11.7,,,,,,
06.02.2018 01:00,-2.2,768.8,769.7,0.4,43,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,-2.2,5,,,"2500 or more, or no clouds.",,,16,-13.3,,,,,,
05.02.2018 22:00,-2.2,768.4,769.2,1.3,43,Wind blowing from the north-west,4,,,no clouds, ,,,,,,,,,,16,-13.3,,,,,,
05.02.2018 19:00,-1.1,767.1,768.1,2.9,39,Wind blowing from the north-west,5,,,no clouds, ,,,-1.1,4.4,,,,,,16,-13.3,,,,,,
05.02.2018 16:00,0.6,764.2,765.3,1.2,38,Wind blowing from the north-west,7,,,no clouds, ,,,,,,,,,,16,-12.2,,,,,,
05.02.2018 13:00,-0.6,763,764,2.8,40,Wind blowing from the west-northwest,10,13,,20–30%., ,,,-0.6,5,,,1000-1500,,,16,-12.8,Trace of precipitation,6,,,,
05.02.2018 10:00,0,760.2,761.1,5,59,Wind blowing from the west-northwest,11,14,,20–30%., ,,,,,,,1000-1500,,,16,-7.2,Trace of precipitation,3,,,,
05.02.2018 07:00,4.4,755.2,756,2.6,70,Wind blowing from the west-northwest,5,9,,70 – 80%., ,,,3.9,8.3,,,600-1000,,,16,-0.6,,,,,,
05.02.2018 04:00,3.9,752.6,753.4,1.6,82,Wind blowing from the west-northwest,5,,,50%., ,,,,,,,300-600,,,16,1.1,,,,,,
05.02.2018 01:00,5,751,752.2,-1.1,93,Wind blowing from the west-northwest,3,,,70 – 80%., ,,,-0.5,8.3,,,1000-1500,,,16,3.9,19,6,,,,
04.02.2018 22:00,7.2,752.1,753.1,-4,93,Wind blowing from the north,2,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,100-200,,,3.2,6.1,14,3,,,,
04.02.2018 19:00,7.2,756.1,757.2,-3.3,90,Wind blowing from the south,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,-0.5,7.2,,,200-300,,,4.8,5.6,7,6,,,,
04.02.2018 16:00,3.3,759.4,760.5,-3.9,79,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,0,0.3,3,,,,
04.02.2018 13:00,5.6,763.3,764.2,-3.5,60,,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,-2.7,6.7,,,600-1000,,,12,-1.7,0.3,6,,,,
04.02.2018 10:00,3.3,766.8,767.7,-0.7,44,Wind blowing from the south-southwest,3,,,100%., ,,,,,,,1000-1500,,,16,-7.8,,,,,,
04.02.2018 07:00,1.1,767.5,768.5,-1.3,50,Wind blowing from the south,3,,,70 – 80%., ,,,-1.1,1.1,,,1500-2000,,,16,-8.3,,,,,,
04.02.2018 04:00,0,768.8,769.9,-1.1,45,Wind blowing from the south-southwest,6,9,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-10.6,,,,,,
04.02.2018 01:00,-0.6,769.9,770.7,-0.5,45,Wind blowing from the south-southwest,5,,,100%., ,,,,-0.6,,,"2500 or more, or no clouds.",,,16,-11.1,,,,,,
03.02.2018 22:00,-1.1,770.4,771.4,0,39,Wind blowing from the south-west,6,10,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-13.3,,,,,,
03.02.2018 19:00,-1.1,770.4,771.4,0.5,38,Wind blowing from the south-west,6,11,,50%., ,,,-8.3,0,,,"2500 or more, or no clouds.",,,16,-13.9,,,,,,
03.02.2018 16:00,-0.6,769.9,770.7,-0.9,33,Wind blowing from the south-southwest,7,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-15,,,,,,
03.02.2018 13:00,-2.8,770.8,771.8,-1.6,37,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,-7.2,-2.2,,,1500-2000,,,16,-15.6,,,,,,
03.02.2018 10:00,-5,772.4,773.4,0.5,42,Wind blowing from the west-southwest,7,10,,20–30%., ,,,,,,,1000-1500,,,16,-16.1,,,,,,
03.02.2018 07:00,-7.2,771.9,772.8,1.1,45,Wind blowing from the south-west,6,,,20–30%., ,,,-8.3,,,,1000-1500,,,16,-17.2,,,,,,
03.02.2018 04:00,-7.8,770.8,771.9,0.7,45,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,16,-17.8,,,,,,
03.02.2018 01:00,-7.8,770.1,771.1,0.5,47,Wind blowing from the north-northwest,8,12,,no clouds, ,,,-7.8,3.9,,,,,,16,-17.2,,,,,,
02.02.2018 22:00,-7.2,769.6,770.4,2.8,45,Wind blowing from the west-northwest,7,,,20–30%., ,,,,,,,1500-2000,,,16,-17.2,,,,,,
02.02.2018 19:00,-5.6,766.8,767.8,3.3,46,Wind blowing from the north-west,12,15,,50%., ,,,-5.6,-0.6,,,1000-1500,,,16,-15.6,,,,,,
02.02.2018 16:00,-3.3,763.5,764.5,1.7,42,Wind blowing from the west-northwest,11,17,,50%., ,,,,,,,1500-2000,,,16,-14.4,,,,,,
02.02.2018 13:00,-2.8,761.8,762.6,0.3,41,Wind blowing from the west-northwest,10,13,,70 – 80%., ,,,-3.3,3.9,,,1500-2000,,,16,-14.4,,,,,,
02.02.2018 10:00,-2.2,761.5,762.4,2.8,47,Wind blowing from the north-west,10,14,,20–30%., ,,,,,,,1000-1500,,,16,-12.2,,,,,,
02.02.2018 07:00,-0.6,758.7,759.6,2.6,59,Wind blowing from the north-northwest,11,13,,100%., ,,,-0.6,7.2,,,600-1000,,,16,-7.8,4,6,,,,
02.02.2018 04:00,3.3,756.1,757.1,0,86,Wind blowing from the west-northwest,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,1.1,4,3,,,,
02.02.2018 01:00,2.8,756.1,757,-1.1,89,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,0.6,6.7,,,600-1000,,,14,1.1,2,6,,,,
01.02.2018 22:00,5,757.2,758.2,-1.5,73,Wind blowing from the north-east,3,,,100%., ,,,,,,,2000-2500,,,16,0.6,Trace of precipitation,3,,,,
01.02.2018 19:00,6.1,758.7,759.6,0,63,Wind blowing from the south,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,0.6,7.2,,,1500-2000,,,16,-0.6,Trace of precipitation,6,,,,
01.02.2018 16:00,6.7,758.7,759.5,-0.5,45,Wind blowing from the south-west,4,,,100%., ,,,,,,,2000-2500,,,16,-4.4,,,,,,
01.02.2018 13:00,6.1,759.2,760.1,-1.5,47,Wind blowing from the south-southwest,5,,,100%., ,,,-1,6.1,,,2000-2500,,,16,-4.4,,,,,,
01.02.2018 10:00,3.3,760.7,761.6,0,55,Wind blowing from the south-west,5,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-5,,,,,,
01.02.2018 07:00,2.2,760.7,761.7,-0.5,57,Wind blowing from the south-southwest,4,,,100%., ,,,0,2.2,,,2000-2500,,,16,-5.6,,,,,,
01.02.2018 04:00,1.1,761.2,762.3,-1,59,Wind blowing from the south-southwest,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-6.1,,,,,,
01.02.2018 01:00,0.6,762.2,763.3,-0.8,52,Wind blowing from the south-southwest,3,8,,100%., ,,,,1.1,,,"2500 or more, or no clouds.",,,16,-8.3,,,,,,
31.01.2018 22:00,0,763,763.9,-0.3,50,Wind blowing from the south-southwest,5,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-9.4,,,,,,
31.01.2018 19:00,0.6,763.3,764.1,-1.2,35,Wind blowing from the south,5,,,70 – 80%., ,,,-7.2,0.6,,,2000-2500,,,16,-13.3,,,,,,
31.01.2018 16:00,0,764.5,765.5,-1.5,33,Wind blowing from the south-southwest,4,8,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-14.4,,,,,,
31.01.2018 13:00,-1.1,766,767.1,-2.4,33,Wind blowing from the north-west,2,,,50%., ,,,-7.2,-1.1,,,"2500 or more, or no clouds.",,,16,-15.6,,,,,,
31.01.2018 10:00,-5,768.4,769.2,-0.2,46,Wind blowing from the north-west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-15,,,,,,
31.01.2018 07:00,-7.2,768.6,769.4,2,59,Wind blowing from the north-west,8,,,no clouds, ,,,-7.2,2.8,,,,,,16,-13.9,,,,,,
31.01.2018 04:00,-5.6,766.6,767.4,1.5,55,Wind blowing from the north-west,9,11,,no clouds, ,,,,,,,,,,16,-13.3,,,,,,
31.01.2018 01:00,-3.9,765.1,766,0.6,55,Wind blowing from the north-west,8,11,,20–30%., ,,,-3.9,0,,,1000-1500,,,16,-11.7,,,,,,
30.01.2018 22:00,-2.2,764.5,765.4,2,53,Wind blowing from the north-west,10,15,,70 – 80%., ,,,,,,,1500-2000,,,16,-10.6,,,,,,
30.01.2018 19:00,-1.1,762.5,763.6,2.8,54,Wind blowing from the north-west,11,16,,70 – 80%., ,,,-1.1,2.8,,,1000-1500,,,16,-9.4,,,,,,
30.01.2018 16:00,1.7,759.7,760.6,0.5,61,Wind blowing from the north-west,7,,,70 – 80%., ,,,,,,,1000-1500,,,16,-5,,,,,,
30.01.2018 13:00,2.2,759.2,760.3,-1.3,70,Wind blowing from the north-west,4,,,100%., ,,,-0.6,2.2,,,600-1000,,,16,-2.8,Trace of precipitation,6,,,,
30.01.2018 10:00,0.6,760.5,761.3,0,78,Wind blowing from the north,4,,,100%., ,,,,,,,300-600,,,16,-2.8,Trace of precipitation,3,,,,
30.01.2018 07:00,-0.6,760.5,761.3,0.3,89,Wind blowing from the north,3,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,-0.6,6.7,,,300-600,,,4,-2.2,2,6,,,,
30.01.2018 04:00,-0.6,760.2,761.1,-0.7,85,Wind blowing from the north,4,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,200-300,,,3.2,-2.8,0.5,3,,,,
30.01.2018 01:00,0,760.9,761.8,-1.1,82,Wind blowing from the east-northeast,6,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,0,5.6,,,200-300,,,4,-2.8,Trace of precipitation,6,,,,
29.01.2018 22:00,3.9,762,763,-0.5,62,Wind blowing from the north-east,7,,,100%., ,,,,,,,600-1000,,,16,-2.8,,,,,,
29.01.2018 19:00,4.4,762.5,763.6,-0.5,63,Wind blowing from the east-northeast,8,,,100%., ,,,4.4,6.7,,,2000-2500,,,16,-2.2,,,,,,
29.01.2018 16:00,6.1,763,763.9,-1.8,56,Wind blowing from the east-northeast,5,,,100%., ,,,,,,,1000-1500,,,16,-2.2,,,,,,
29.01.2018 13:00,5.6,764.8,765.6,-1.8,58,Wind blowing from the north-east,6,,,70 – 80%., ,,,3.9,6.1,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
29.01.2018 10:00,5.6,766.6,767.5,-0.2,53,Wind blowing from the north-east,7,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.3,,,,,,
29.01.2018 07:00,5.6,766.8,767.8,0.5,53,Wind blowing from the north-northeast,5,,,100%., ,,,5,12.2,,,"2500 or more, or no clouds.",,,16,-3.3,,,,,,
29.01.2018 04:00,5.6,766.3,767.2,-0.8,58,Wind blowing from the north-northeast,6,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
29.01.2018 01:00,5.6,767.1,768.1,0,82,Wind blowing from the north-east,2,,,100%., ,,,5.6,12.2,,,600-1000,,,16,2.8,,,,,,
28.01.2018 22:00,6.7,767.1,768,0.3,71,Wind blowing from the north-east,3,,,70 – 80%., ,,,,,,,2000-2500,,,16,1.7,,,,,,
28.01.2018 19:00,9.4,766.8,767.8,0.2,56,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,8.3,10.6,,,600-1000,,,16,1.1,Trace of precipitation,6,,,,
28.01.2018 16:00,8.9,766.6,767.5,-0.2,74,Wind blowing from the north-west,3,,,70 – 80%., ,,,,,,,600-1000,,,16,4.4,Trace of precipitation,3,,,,
28.01.2018 13:00,9.4,766.8,767.9,-0.7,80,Wind blowing from the north-west,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,8.3,12.2,,,600-1000,,,16,6.1,2,6,,,,
28.01.2018 10:00,8.3,767.5,768.6,0.4,86,Wind blowing from the north-west,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,6.1,1,3,,,,
28.01.2018 07:00,10,767.1,768.1,0.8,86,Wind blowing from the south-west,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,9.4,13.9,,,300-600,,,16,7.8,5,6,,,,
28.01.2018 04:00,11.1,766.3,767.3,0,80,Wind blowing from the west-southwest,6,10,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,1000-1500,,,12,7.8,2,3,,,,
28.01.2018 01:00,10.6,766.3,767.2,-0.8,66,Wind blowing from the south,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,12.2,,,2000-2500,,,16,4.4,Trace of precipitation,6,,,,
27.01.2018 22:00,10,767.1,768.1,-1.3,66,Wind blowing from the south,5,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
27.01.2018 19:00,11.7,768.4,769.4,0,61,Wind blowing from the south,4,,,100%., ,,,1.7,13.9,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
27.01.2018 16:00,13.3,768.4,769.3,-2,49,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.8,,,,,,
27.01.2018 13:00,11.7,770.4,771.4,-2.8,32,Wind blowing from the west-southwest,6,,,70 – 80%., ,,,1.1,11.7,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
27.01.2018 10:00,6.1,773.2,774.1,-0.7,56,Wind blowing from the south-west,4,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
27.01.2018 07:00,3.3,773.9,774.8,-0.5,73,Wind blowing from the south-southwest,5,,,20–30%., ,,,1.1,3.9,,,"2500 or more, or no clouds.",,,16,-1.1,,,,,,
27.01.2018 04:00,2.2,774.4,775.5,-1.3,76,Wind blowing from the south,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-1.7,,,,,,
27.01.2018 01:00,2.2,775.7,776.8,-1.5,62,Wind blowing from the south-west,2,,,20–30%., ,,,-2.1,2.2,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
26.01.2018 22:00,1.7,777.2,778.1,-0.2,57,Wind blowing from the south,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-6.1,,,,,,
26.01.2018 19:00,1.1,777.4,778.3,0.4,56,Wind blowing from the south,3,,,20–30%., ,,,-2.1,3.9,,,"2500 or more, or no clouds.",,,16,-6.7,,,,,,
26.01.2018 16:00,3.3,777,777.8,-1,30,Wind blowing from the south,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-12.8,,,,,,
26.01.2018 13:00,2.2,778,778.9,-1.5,30,"Calm, no wind",0,,,no clouds, ,,,-2.2,2.8,,,,,,16,-13.9,,,,,,
26.01.2018 10:00,0,779.5,780.5,1,33,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,16,-14.4,,,,,,
26.01.2018 07:00,-2.2,778.5,779.3,1.8,34,Wind blowing from the north,3,,,20–30%., ,,,-2.2,1.7,,,"2500 or more, or no clouds.",,,16,-16.1,,,,,,
26.01.2018 04:00,-1.7,776.7,777.7,1,33,Wind blowing from the north-west,4,,,no clouds, ,,,,,,,,,,16,-16.1,,,,,,
26.01.2018 01:00,-1.1,775.7,776.8,0.5,30,Wind blowing from the north,3,,,70 – 80%., ,,,-4.4,0,,,2000-2500,,,16,-16.7,,,,,,
25.01.2018 22:00,-0.6,775.2,776.2,1.3,31,Wind blowing from the north,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-15.6,,,,,,
25.01.2018 19:00,0,773.9,774.8,2.3,30,Wind blowing from the north-west,6,,,no clouds, ,,,-4.3,1.7,,,,,,16,-15.6,,,,,,
25.01.2018 16:00,1.1,771.6,772.6,1.2,27,Wind blowing from the west-northwest,9,,,no clouds, ,,,,,,,,,,16,-16.1,,,,,,
25.01.2018 13:00,0.6,770.4,771.3,0,28,Wind blowing from the north-northwest,7,,,no clouds, ,,,-3.9,0.6,,,,,,16,-16.1,,,,,,
25.01.2018 10:00,-1.7,770.4,771.3,1.8,43,Wind blowing from the north-northwest,9,12,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-12.8,,,,,,
25.01.2018 07:00,-3.9,768.6,769.6,2,58,Wind blowing from the north-west,8,,,50%., ,,,-4.4,7.2,,,"2500 or more, or no clouds.",,,16,-11.1,,,,,,
25.01.2018 04:00,-4.4,766.6,767.6,1.5,55,Wind blowing from the north-west,7,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-12.2,,,,,,
25.01.2018 01:00,-2.8,765.1,765.9,0.9,55,Wind blowing from the north-northwest,6,,,70 – 80%., ,,,-2.8,7.2,,,"2500 or more, or no clouds.",,,16,-10.6,,,,,,
24.01.2018 22:00,-1.1,764.2,765.2,1.2,51,Wind blowing from the north-west,11,,,20–30%., ,,,,,,,1000-1500,,,16,-10,,,,,,
24.01.2018 19:00,1.1,763,763.9,1.8,52,Wind blowing from the north-west,7,,,20–30%., ,,,1.1,6.7,,,1000-1500,,,16,-7.8,,,,,,
24.01.2018 16:00,2.8,761.2,762.3,1.5,48,Wind blowing from the west-northwest,8,,,50%., ,,,,,,,1000-1500,,,16,-7.2,,,,,,
24.01.2018 13:00,5,759.7,760.6,0,45,Wind blowing from the west-northwest,8,,,50%., ,,,3.9,7.2,,,1000-1500,,,16,-6.1,,,,,,
24.01.2018 10:00,4.4,759.7,760.6,2.8,55,Wind blowing from the west-northwest,7,11,,100%., ,,,,,,,1000-1500,,,16,-3.9,,,,,,
24.01.2018 07:00,6.7,756.9,758,2,49,Wind blowing from the west-northwest,7,,,100%., ,,,6.1,15.6,,,1500-2000,,,16,-3.3,,,,,,
24.01.2018 04:00,6.7,754.9,755.9,0.8,53,Wind blowing from the west,6,10,,70 – 80%., ,,,,,,,1000-1500,,,16,-2.2,,,,,,
24.01.2018 01:00,7.2,754.1,755,0.5,49,Wind blowing from the west,7,10,,20–30%., ,,,2.2,11.1,,,1500-2000,,,16,-2.8,,,,,,
23.01.2018 22:00,8.3,753.6,754.6,2,48,Wind blowing from the west,6,12,,no clouds, ,,,,,,,,,,16,-2.2,,,,,,
23.01.2018 19:00,11.1,751.6,752.5,2.8,55,Wind blowing from the west,7,11,,70 – 80%., ,,,2.2,15.6,,,2000-2500,,,16,2.2,3,6,,,,
23.01.2018 16:00,14.4,748.8,749.8,-0.7,70,Wind blowing from the west,2,,,70 – 80%., ,,,,,,,600-1000,,,16,8.9,0.8,3,,,,
23.01.2018 13:00,12.2,749.5,750.4,-3.9,93,Wind blowing from the south-west,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,3.3,12.8,,,100-200,,,8,11.1,4,6,,,,
23.01.2018 10:00,11.1,753.4,754.3,-2.2,97,Wind blowing from the south,6,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,100-200,,,3.2,10.6,3,3,,,,
